text,expected,predicted,latency_sec
when are my tires due to be changed,tire_change,tire_change,0.348
when should i go in and have my tires changed,tire_change,tire_change,5.05
tell me when i'll need new tires,tire_change,tire_change,0.455
do i need new tires if i just got them replaced on january 2017,tire_change,tire_change,0.336
when is the right time to change my tires,tire_change,tire_change,0.404
how soon should i get my tires changed,tire_change,tire_change,0.341
i replaced tires last june when should i do it again,tire_change,tire_change,0.353
how do i know if it is time to replace my tires,tire_change,tire_change,0.346
would you say i need new tires if i last bought them on the 24th,tire_change,tire_change,0.368
am i almost due for a tire change,tire_change,tire_change,0.491
when will my tires need to be replaced,tire_change,tire_change,0.417
on feb 3rd i changed my tires are they still good,tire_change,last_maintenance,0.377
how soon until my tires will need to be changed,tire_change,tire_change,0.332
how long before i need to replace my tires,tire_change,tire_change,0.375
"tell me when i need to replace my tires, if i replaced them on october 1, 2017",tire_change,tire_change,0.355
can you tell me when my tires should get changed,tire_change,tire_change,0.351
when will my car next be due to get its tires changed,tire_change,tire_change,0.378
when are my tires next due for a change,tire_change,tire_change,0.425
what is the air pressure of my tires,tire_pressure,tire_pressure,0.461
can you tell me how much air are in my car tires,tire_pressure,tire_pressure,0.345
check how much air is in my tires,tire_pressure,tire_pressure,0.357
tell me my car's tires' air pressure,tire_pressure,tire_pressure,0.529
i would like to know my car's tire pressure please,tire_pressure,tire_pressure,0.392
is my tire pressure high,tire_pressure,tire_pressure,0.355
how much air is in my tires,tire_pressure,tire_pressure,0.34
tell me what my tire pressure is,tire_pressure,tire_pressure,0.341
are my tires good on pressure,tire_pressure,tire_pressure,0.349
i wanna know how low are my tires on air,tire_pressure,tire_pressure,3.462
what's the inflation of my tires,tire_pressure,tire_pressure,0.343
do the tires look a little low on pressure,tire_pressure,tire_pressure,0.4
how are my tires,tire_pressure,tire_pressure,0.507
tell me my tires' air pressure,tire_pressure,tire_pressure,0.35
are my tires filled properly,tire_pressure,tire_pressure,0.349
how much air pressure is in my tires,tire_pressure,tire_pressure,0.367
let me know how low the air in my tires are,tire_pressure,tire_pressure,0.393
my tires need how much more air in them,tire_pressure,tire_pressure,0.509
how much air do i have in my tires,tire_pressure,tire_pressure,0.363
i need to know how low are my tires on air,tire_pressure,tire_pressure,0.336
give me the pressure for the tires on my car,tire_pressure,tire_pressure,0.345
can you check and tell me if my tires have enough air,tire_pressure,tire_pressure,0.345
is my tire pressure okay,tire_pressure,tire_pressure,3.383
i am needing to know how low the air in my tires are,tire_pressure,tire_pressure,0.368
hows the air in my tires,tire_pressure,tire_pressure,0.438
is the air pressure on my tires low,tire_pressure,tire_pressure,0.417
what's the tire pressure of my tires,tire_pressure,tire_pressure,0.451
please measure my tire pressure,tire_pressure,tire_pressure,0.341
are my tire's air pressure good enough to drive on,tire_pressure,tire_pressure,0.354
please tell me my car's tire pressure,tire_pressure,tire_pressure,0.348
"repeat my to do list to me, please",todo_list,repeat,0.375
what is on my to-do list,todo_list,todo_list,0.436
what items do i need to do,todo_list,shopping_list,0.34
have i added anything to my todo list,todo_list,todo_list,0.32
please inform me of what tasks i have listed on my to do list,todo_list,todo_list,0.368
please tell me all items on my todo list,todo_list,todo_list,0.331
can you tell me the tasks on my to-do list,todo_list,todo_list,1.913
do i have an item on my todo list related to shopping,todo_list,todo_list,0.339
"did i add ""cleaning the foyer"" to my todo list yet",todo_list,todo_list,0.541
read to me my to do list,todo_list,todo_list,0.342
give me my to-do list,todo_list,todo_list,0.497
what are the things that i have for today,todo_list,calendar,0.343
is make a hair appointment on my todo list right now,todo_list,todo_list,0.34
can you look to see whether feeding the fish is on my to do list,todo_list,todo_list,0.525
what's on my todo list for today,todo_list,todo_list,0.498
"let me hear all of the items on my to do list, please",todo_list,todo_list,0.346
"is ""cleaning the bathroom"" an item on my todo list",todo_list,todo_list,0.438
what do i have to do,todo_list,what_can_i_ask_you,1.992
what must i do today,todo_list,calendar,0.339
list my to-do list,todo_list,todo_list,0.336
"tell me what things i need to accomplish per my to do list, please",todo_list,todo_list,1.792
is cleaning the outside windows on my todo list,todo_list,todo_list,0.324
what do i have on my todo list,todo_list,todo_list,0.329
check on my to-do list items,todo_list,todo_list,0.338
did i put unpacking groceries on my to do list,todo_list,todo_list,0.315
check my domestic to do list for carpet cleaning,todo_list,todo_list,1.197
is my todo list free,todo_list,todo_list,0.403
read back my to do list,todo_list,todo_list,0.327
what is my to-do list like today,todo_list,todo_list,6.467
i need my todo list read,todo_list,todo_list,0.334
take everything off my to do list,todo_list_update,todo_list_update,3.797
take grocery shopping off my todo list,todo_list_update,todo_list_update,0.336
erase my to do list,todo_list_update,todo_list_update,0.343
can you delete my todo list please,todo_list_update,todo_list_update,0.325
take watering the plants off of my to do list,todo_list_update,todo_list_update,7.983
add clean bathroom to my to do list,todo_list_update,todo_list_update,0.342
please remind me to add laundry to my list of chores,todo_list_update,reminder,0.341
please also list wash laundry on my to do list,todo_list_update,todo_list_update,0.322
clear my to do list,todo_list_update,todo_list_update,0.35
please add laundry to the chores,todo_list_update,todo_list_update,0.335
take tennis practice off my to do list,todo_list_update,todo_list_update,0.34
add to my task list get carpet cleaned,todo_list_update,todo_list_update,0.343
you can dusting off my todo list,todo_list_update,todo_list,0.337
please put dusting on my list of things to do,todo_list_update,todo_list_update,0.333
put buy dog food on my to do list,todo_list_update,todo_list_update,0.472
take dishes off the to do list,todo_list_update,todo_list_update,0.319
put wash the dog on my to do list please,todo_list_update,todo_list_update,0.339
get rid of my to do list,todo_list_update,todo_list_update,0.334
wipe my todo list please,todo_list_update,todo_list_update,0.397
i need to include a stop at the pharmacy to the list of things to do,todo_list_update,todo_list_update,0.329
i don't need mowing the lawn on my to do list anymore,todo_list_update,todo_list_update,0.339
add do laundry to my to do list,todo_list_update,todo_list_update,0.349
i'm finished with my to do list,todo_list_update,todo_list,0.395
"can you add a trip to the post office to my to do list, please",todo_list_update,todo_list_update,0.357
please remove science fair from my to do list,todo_list_update,todo_list_update,0.336
i need to do laundry later today,todo_list_update,calendar,4.896
to my domestic task list please add paint kitchen,todo_list_update,todo_list_update,0.342
throw mopping onto my to do list,todo_list_update,todo_list_update,0.358
put laundry on my chore list,todo_list_update,todo_list_update,0.352
add wash the dog to my list of things to do,todo_list_update,todo_list_update,0.351
is there traffic on the way,traffic,traffic,0.338
what's the traffic like on my way to the terminal,traffic,traffic,0.326
what does my commute look like,traffic,traffic,0.325
what is the traffic like at the closest safeway grocery store,traffic,traffic,0.318
"how is the traffic on rt 5 towards my work , community bank",traffic,traffic,0.328
what is the traffic situation at the olive garden restaurant,traffic,traffic,0.325
i must know what the traffic typically like at 3:30 on the route to phoenix,traffic,traffic,0.344
i gotta know what the traffic is like on the way to phoenix,traffic,traffic,0.335
what is the traffic like on the way to makaha,traffic,traffic,0.333
is there traffic to work,traffic,traffic,3.28
is traffic bad on the parkway,traffic,traffic,3.305
what does traffic look like at 9 en route to the aquarium,traffic,traffic,0.321
"is there any traffic on the road i take home from work right now, rt 40",traffic,traffic,0.36
is traffic good or bad at 9:00 on the way to detroit,traffic,traffic,0.377
"on my way to work, is there traffic",traffic,traffic,0.324
tell me how the traffic is on rt 7 to the airport today,traffic,traffic,0.333
what is the traffic nearest lexington,traffic,traffic,0.337
will i encounter traffic,traffic,traffic,0.334
what kind of traffic is there at 9:00 on the route to detroit,traffic,traffic,0.47
how bad is traffic on the way into oakville right now,traffic,traffic,0.33
is there traffic right now on my route to work,traffic,traffic,0.391
please tell me how traffic from the new jersey turnpike into the lincoln tunnel looks currently,traffic,traffic,0.343
"what kind of traffic can i expect driving to newark, new jersey on i-95 from philadelphia at noon",traffic,traffic,0.34
i need to know traffic patterns heading to the george washington bridge from manhattan,traffic,traffic,0.33
traffic looking alright going towards burger king,traffic,traffic,0.347
what will the traffic be like if i headed out to work right now,traffic,traffic,0.335
what's the traffic like on the way to walmart,traffic,traffic,0.716
how clogged are the streets before the stadium,traffic,traffic,0.458
can you tell me the traffic situation from philadelphia to the new jersey turnpike,traffic,traffic,0.341
how is the traffic typically at noon on the route to hospital,traffic,traffic,3.475
pull up my recent transactions on my mastercard,transactions,transactions,0.426
how much have i spent on my bank card sine i last paid my bill,transactions,spending_history,0.338
can i see my transactions from yesterday,transactions,transactions,0.309
let me check my transaction for first bank card,transactions,transactions,0.321
what were my purchases on visa card last month,transactions,transactions,0.418
please tell me this month's transactions on my visa,transactions,transactions,0.325
show me the transaction on macys,transactions,transactions,0.331
i want to see my entertainment transactions,transactions,transactions,0.338
how much did i spend on my most recent transaction,transactions,transactions,0.454
please tell me my in-person transactions for the last three days using my debit card,transactions,transactions,0.334
how much was my last target trip,transactions,spending_history,0.594
how expensive was my most recent transaction,transactions,transactions,0.325
was my last transaction at walmart,transactions,transactions,0.317
please tell me all the purchases on my hy-vee card for this statement period,transactions,transactions,0.333
open yesterday's last payment,transactions,transactions,0.393
i need to know something about my latest transaction,transactions,transactions,0.33
i need to know the transactions i made on the 10th,transactions,transactions,0.328
can you check on a transaction for me,transactions,transactions,0.406
what transactions did i make yesterday at the flea market,transactions,transactions,0.33
what items do i have on my amex card this month,transactions,transactions,0.325
how much have i spent on my debit card this month,transactions,spending_history,0.418
what withdrawals were there on my account yesterday,transactions,transactions,0.31
show my my most recent visa card transaction,transactions,transactions,0.313
i want to see all transactions in the past month for all accounts,transactions,transactions,0.316
i need some information on a recent transaction,transactions,transactions,0.405
show me my ten most recent transactions on account xyz,transactions,transactions,0.315
show me the transaction on the food,transactions,transactions,0.326
how much was my last transaction for,transactions,transactions,0.315
is my visa bill over my limit this month,transactions,credit_limit,0.339
"before i pay my capital one, what are the most recent transactions i've made",transactions,transactions,0.366
transfer 100 dollars checking to savings,transfer,transfer,0.335
send 100 dollars from my vanguard money market to my wells fargo savings,transfer,transfer,0.33
move a dollar from my checkings to my savings,transfer,transfer,0.327
make a transfer of $200 from my savings account to my checking account,transfer,transfer,0.315
take $20000 from savings and put it in checking,transfer,transfer,5.957
i'd like to transfer $400 from household to savings account,transfer,transfer,3.319
transfer $20000 from my savings account to checking account,transfer,transfer,3.425
i would like help moving money from one account to another,transfer,transfer,0.335
transfer 50 dollars from my checking account to my money market account,transfer,transfer,0.333
transfer $500 from my money market savings account to my checking account,transfer,transfer,0.326
move $40 from account b to account a,transfer,transfer,0.31
transfer $100 from my checking to saving account,transfer,transfer,0.951
i would like to distribute some money between my accounts,transfer,transfer,0.339
take out of my checking 400 dollars and put it into my emergency savings account,transfer,transfer,0.319
move 100 dollars from checking to savings,transfer,transfer,0.324
move two hundred dollars to my chase savings account to my wells fargo checking account,transfer,transfer,0.34
i need to transfer ten dollars from my bank of america account to my capital one account,transfer,transfer,0.413
i want you to send ten dollars from bank of america to capital one,transfer,transfer,0.309
transfer ten dollars from my wells fargo account to my bank of america account,transfer,transfer,0.336
can i make a transfer between my accounts,transfer,transfer,0.322
transfer money from one place to another,transfer,transfer,0.31
i would like assistance moving money from one account to another,transfer,transfer,0.307
transfer $10 from checking to savings,transfer,transfer,0.317
would you move 100 dollars from the checking and put it into savings,transfer,transfer,0.326
i would like to make a transfer,transfer,transfer,0.439
send money to another account,transfer,transfer,0.315
can i initiate a one-time transfer from my savings account to my money market account,transfer,transfer,0.312
how much money can i transfer today,transfer,transfer,0.323
send 100 dollars from checking to savings,transfer,transfer,0.316
can you transfer money from my account,transfer,transfer,0.344
how do i say dinner in spanish,translate,translate,0.341
what is dog in spanish,translate,translate,0.336
what spanish word means hello,translate,translate,0.323
what is hello in french,translate,translate,0.325
dog in spanish,translate,translate,0.331
how might i say hello if i were scottish,translate,change_accent,0.358
would you tell me how to say goodbye in france,translate,translate,0.321
how would one say cruiser in china,translate,translate,0.324
how would i say i am lost if i were japanese,translate,translate,0.328
can you translate where's the bar into irish for me,translate,translate,0.325
how do they say hello in france,translate,translate,0.454
what expression would i use to say i love you if i were an italian,translate,translate,0.339
"can you tell me how to say 'i do not speak much spanish', in spanish",translate,translate,0.972
how do you say hi in french,translate,translate,0.32
would you translate a phrase into mandarin for me,translate,translate,0.337
how do you say good bye in french,translate,translate,0.326
what would the word for grass be in finland,translate,translate,0.323
what is latin for i love you,translate,translate,0.383
i would i say subway if i were english,translate,change_accent,0.691
how would i say where is the bathroom if i were korean,translate,translate,0.395
how would they say butter in zambia,translate,translate,0.328
"could you translate this into chinese for me, please",translate,translate,0.348
how would i say if i were english subway,translate,change_language,0.341
can you translate good bye into russian for me,translate,translate,0.344
english to spanish for dog,translate,translate,0.31
can you tell me how i would normally say thank you as a french person,translate,translate,0.408
how would i say i love you if i were german,translate,translate,0.481
how do you say please in arabic,translate,translate,0.328
what's the spanish word for dog,translate,translate,0.334
could you translate water into dutch for me,translate,translate,0.33
can i safely travel to france or is it dangerous,travel_alert,travel_suggestion,0.354
alerts for travel in colombia,travel_alert,travel_alert,0.336
safety concerns for malaysia,travel_alert,travel_alert,0.348
i need to know is traveling to france safe,travel_alert,travel_suggestion,3.674
what's the danger level of flying to russia right now,travel_alert,travel_alert,0.353
are there any travel alerts for juarez,travel_alert,travel_alert,0.332
any travel alerts for canada,travel_alert,travel_alert,0.473
"are there any travel alerts i should know about for buenos aires, argentina",travel_alert,travel_alert,0.386
is new caledonia safer than other countries,travel_alert,travel_suggestion,0.354
mexico travel alerts,travel_alert,travel_alert,3.354
can you tell me if germany issued any travel warnings,travel_alert,travel_alert,0.35
tell me about any travel alerts issued for germany,travel_alert,travel_alert,0.377
inform me if there's a travel alert for the country,travel_alert,travel_alert,0.363
are there any travel alerts for russia,travel_alert,travel_alert,0.339
"can you give me the travel alerts for jalisco, mexico",travel_alert,travel_alert,0.463
is traveling to france safe,travel_alert,travel_suggestion,0.336
are there any travel alerts for ukraine,travel_alert,travel_alert,0.335
i need to know about travel alerts for mexico,travel_alert,travel_alert,0.345
how safe is it to visit spain,travel_alert,travel_suggestion,6.077
how safe is it to travel to guatemala right now and are there any alerts,travel_alert,travel_alert,0.361
what are the travel alerts for the us,travel_alert,travel_alert,0.373
if i got to indonesia is it safe,travel_alert,travel_suggestion,3.451
is it safe to travel to china,travel_alert,travel_suggestion,0.334
does the country have a travel alert,travel_alert,travel_alert,0.374
does germany have any travel alerts i should be aware of,travel_alert,travel_alert,0.379
what are the travel conditions for haiti,travel_alert,travel_alert,0.362
can people safely travel to cambodia,travel_alert,travel_suggestion,0.341
does japan have any travel alerts i should be aware of,travel_alert,travel_alert,3.577
note any travel alerts for haiti,travel_alert,travel_alert,0.348
find travel alerts for haiti,travel_alert,travel_alert,0.361
im going to be in canada from august 10th until august 12th,travel_notification,travel_notification,0.383
let my bank know i actually am visiting brazil,travel_notification,travel_notification,0.343
"from sunday to wednesday, i will be in oakland, so should i call my bank to let them know",travel_notification,travel_notification,0.333
tell my bank i am taking a trip to brazil from june 1st to july 1st,travel_notification,travel_notification,0.459
how do i inform my bank i'm going to paris,travel_notification,travel_notification,0.327
"from january to august, i will be in uruguay, please let me bank know",travel_notification,travel_notification,0.363
i am going to spain in the future and my bank needs to know this information,travel_notification,travel_notification,0.411
my bank needs to be aware of my trip to spain,travel_notification,travel_notification,3.267
"i need to tell my bank i am, indeed, going to be in london in a few hours",travel_notification,travel_notification,0.352
my bank needs to know about my traveling to georgia in europe,travel_notification,travel_notification,0.346
i'm traveling to belgium soon and want to inform my bank,travel_notification,travel_notification,0.362
alert my bank and let them know that i'm travelling to stockholm,travel_notification,travel_notification,3.274
i'm traveling to england soon and want to inform my bank,travel_notification,travel_notification,0.331
notify my bank i'll be in rome from the 1st to the 17th,travel_notification,travel_notification,0.332
"i'm going to be in mexico from thursday to friday, so can you let my bank know",travel_notification,travel_notification,0.341
alert my bank and let them know that i'm travelling to brussels,travel_notification,travel_notification,3.498
"let my bank know i'll be in ireland from may 01, 2019 to august 02, 2019",travel_notification,travel_notification,0.358
please tell my bank i'll be in anchorage this week,travel_notification,travel_notification,0.36
tell my bank that i'm travelling to france in 2 days,travel_notification,travel_notification,0.345
i need to let my bank know that i'll be travelling internationally,travel_notification,travel_notification,0.35
alert my bank and let them know that i'm travelling to switzerland,travel_notification,travel_notification,0.344
from april to may i will be in america so i need to notify my bank,travel_notification,travel_notification,0.334
i'm going to brazil soon and want to let my bank now,travel_notification,travel_notification,0.362
let me bank know i will be in brazil from june 1st to july 1st,travel_notification,travel_notification,0.341
i'm traveling to denmark soon and want to inform my bank,travel_notification,travel_notification,0.357
inform my bank i'm traveling to australia between february 23rd to february 25th,travel_notification,travel_notification,0.357
inform my bank i'm seeing italy,travel_notification,travel_notification,0.372
my bank needs to know that i will be traveling to spain soon,travel_notification,travel_notification,0.341
i'll be travelling to russia from april 1 through april 20 and need my financial institute apprised of it,travel_notification,travel_notification,0.396
"on tuesday i will be leaving for tennessee and will not be returning until the twenty ninth, alert my bank of this",travel_notification,travel_notification,0.377
what are some things i can do in portland,travel_suggestion,travel_suggestion,0.501
where should i spend my time off,travel_suggestion,travel_suggestion,3.411
what experiences does kentucky offer,travel_suggestion,travel_suggestion,0.342
is there anything fun to do in berlin,travel_suggestion,travel_suggestion,3.368
what can i do in hong kong,travel_suggestion,travel_suggestion,0.555
tell me some things to see in tampa,travel_suggestion,travel_suggestion,0.35
what are some fun cheap activities to do in colorado,travel_suggestion,travel_suggestion,0.349
what can i do in nashville,travel_suggestion,travel_suggestion,0.399
what are some cool tourist attractions in england,travel_suggestion,travel_suggestion,0.353
i am itching to travel but don't know where to go,travel_suggestion,travel_suggestion,0.33
what's the funnest thing for a tourist to do in iceland,travel_suggestion,travel_suggestion,0.332
please do a search for entertaining activities for tourists in mexico city,travel_suggestion,travel_suggestion,3.217
"in seoul, what things can i do",travel_suggestion,travel_suggestion,0.508
what are the main attractions in gatlinburg,travel_suggestion,travel_suggestion,0.331
"when visiting chicago, what things can i do there",travel_suggestion,travel_suggestion,3.16
let me know some things i can do in dallas,travel_suggestion,travel_suggestion,0.354
find out the best tourist attractions to visit in moscow,travel_suggestion,travel_suggestion,0.355
name some things i should do while in evans,travel_suggestion,travel_suggestion,0.337
let me know some things to do in phoenix,travel_suggestion,travel_suggestion,0.434
name some tourist things to do in seattle,travel_suggestion,travel_suggestion,0.352
give me some ideas of what to do during my trip to dallas,travel_suggestion,travel_suggestion,0.355
where should i travel to next,travel_suggestion,travel_suggestion,0.345
what are some fun things to do in sweden,travel_suggestion,travel_suggestion,0.34
what are some hot travel destinations,travel_suggestion,travel_suggestion,0.381
do you think arizona has plenty of bike routes,travel_suggestion,travel_suggestion,0.34
what's the best place to travel to this time of year,travel_suggestion,travel_suggestion,0.339
please give me some ideas of fun tourist activities to do while i am in paris,travel_suggestion,travel_suggestion,3.395
"are there any interesting things to do in atlanta, georgia",travel_suggestion,travel_suggestion,0.35
could you tell me what fun tourist things i could do in tokyo,travel_suggestion,travel_suggestion,0.459
what things are there to do in kentucky,travel_suggestion,travel_suggestion,0.339
schedule an uber to the mall,uber,uber,0.471
i want an uber for one person to go to bank of america,uber,uber,0.326
have an uber sent to take me to the courthouse,uber,uber,0.374
"uber, i have 3 people who are going to union station",uber,uber,0.323
i would like an uber please,uber,uber,0.541
set me up with an uber,uber,uber,0.336
call me an uber please,uber,uber,0.353
can i get an uber for five people to go to the national gallery of art,uber,uber,0.331
call an uber to mcdonalds,uber,uber,0.328
i need an uber to class tonight on the mainline campus,uber,uber,0.326
we'd like an uber for 4 to take us to the olive garden,uber,uber,0.325
i would like to get an uber to the movies,uber,uber,0.323
ai i have 4 people need to get to get me uber,uber,uber,0.321
can you find me an uber and have it here at 7pm,uber,uber,3.223
schedule an uber to pick me up at home in an hour,uber,uber,0.319
can i get an uber to drive me to the movies,uber,uber,3.48
"please book me an uber and enter destination penn station, new york",uber,uber,0.307
please call an uber for me,uber,uber,3.252
book uber from here to downtown,uber,uber,1.903
i need to get to the staples center; can you call me an uber,uber,uber,0.317
look up uber to downtown,uber,uber,0.381
i want to reserve an uber to go to the airport,uber,uber,0.376
can you call an uber for 2 to go to proof on main,uber,uber,0.317
are there any ubers available in my area right now,uber,uber,0.416
please book an uber for chima's,uber,uber,3.306
get an uber to the airport,uber,uber,0.335
i'm too drunk to drive and need an uber home,uber,uber,0.342
i would like to request an uber please,uber,uber,3.161
"i would like an uber going to atlantic city, new jersey",uber,uber,0.327
can you send me an uber to go to a restaurant in downtown phoenix,uber,uber,0.329
this song should be add this on my rock playlist,update_playlist,update_playlist,3.434
please put this song on my moody monday playlist,update_playlist,update_playlist,0.339
will you be sure to add this current song to my sleep playlist,update_playlist,update_playlist,0.335
append my playlist with smooth operator by sade,update_playlist,update_playlist,3.558
please add this song to my study playlist,update_playlist,update_playlist,0.323
put what i'm listening to on my workout playlist,update_playlist,update_playlist,0.441
add mia to my spanish playlist,update_playlist,update_playlist,4.798
add god's plan by drake to my playlist,update_playlist,update_playlist,0.521
i want to put this on my rock playlist,update_playlist,update_playlist,0.506
add what's playing on my favorite playlist,update_playlist,update_playlist,0.343
please add someday by the strokes to my playlist,update_playlist,update_playlist,0.339
add song to my hype playlist,update_playlist,update_playlist,0.431
"put mambo #5 by lou bega on my playlist, please",update_playlist,update_playlist,0.348
please add what i listen to to my lolla playlist,update_playlist,update_playlist,0.336
add this song to my slow jams playlist,update_playlist,update_playlist,0.393
add welcome to the jungle by guns n roses to my playlist,update_playlist,update_playlist,0.337
can you add this song to my driving playlist,update_playlist,update_playlist,0.429
new playlist that i will add god's plan to,update_playlist,update_playlist,0.35
i would like to add you say by lauren daigle to my playlist,update_playlist,update_playlist,0.629
i am asking you to add this song to my country music playlist,update_playlist,update_playlist,0.333
could you insert broken by evanescence to my music,update_playlist,play_music,0.34
god's plan will be added to my new playlist,update_playlist,update_playlist,0.332
i want the current song added to my pregame playlist,update_playlist,update_playlist,0.345
in my motivational playlist include the song rap god,update_playlist,update_playlist,0.338
"i want this song put on my ""kids"" playlist",update_playlist,update_playlist,0.394
add what i am listening to to my road trip playlist,update_playlist,update_playlist,0.337
this song needs to be added to my reggae playlist,update_playlist,update_playlist,0.37
add a song to my rock playlist,update_playlist,update_playlist,0.343
add what i listen to to my car ride playlist,update_playlist,update_playlist,0.451
add this song to my rock playlist,update_playlist,update_playlist,0.443
what did i tell you to call me,user_name,user_name,0.447
what is my name saved as,user_name,user_name,0.477
do you have a name for me,user_name,change_ai_name,0.34
you call me what,user_name,user_name,0.322
so what is my name saved as,user_name,user_name,0.366
tell me my name the way its saved,user_name,user_name,0.334
what is the name you associate with me,user_name,user_name,0.41
what do you know me as,user_name,user_name,0.333
do you know who i am,user_name,user_name,0.34
how do you refer to me,user_name,user_name,0.455
can you tell me my name for me,user_name,user_name,0.683
what will you call me,user_name,change_user_name,0.425
do you know what you call me,user_name,user_name,0.328
would you tell me what names you have for me,user_name,user_name,0.328
you refer to me as what,user_name,user_name,0.356
whats my name saved under,user_name,user_name,0.346
which way do you have my name saved,user_name,user_name,0.333
what's my name in your system,user_name,user_name,0.34
i want to hear my name,user_name,user_name,0.44
do you have my name programmed,user_name,user_name,0.33
is there a name that you call me,user_name,user_name,0.324
please tell me the name you use for me,user_name,user_name,0.329
what am i called by you,user_name,user_name,0.316
what name do you use to talk about me,user_name,user_name,0.34
i need to know what names you have for me,user_name,user_name,0.328
what name do you know me by,user_name,user_name,0.352
what name do you have listed for me,user_name,user_name,0.428
what do you call me,user_name,user_name,0.342
i want you to let me know what names you have for me,user_name,change_user_name,0.481
what do you think i'm called,user_name,user_name,0.329
are more shots needed to travel to argentina,vaccines,vaccines,0.337
which shots do i need before i go to thailand,vaccines,vaccines,1.974
would vaccinations be needed if i go here,vaccines,vaccines,0.33
what sorts of vaccinations should i get prior to a trip to hong kong,vaccines,vaccines,0.475
should i get any vaccines before going over to the uk,vaccines,vaccines,0.33
do i need a vaccination to go to greece,vaccines,vaccines,0.334
do i need to get vaccines before my trip,vaccines,vaccines,0.346
must i have shots before i take a trip to canada,vaccines,vaccines,0.328
"if you were traveling to indonesia, as i am, would you have your shots updated before your visit",vaccines,vaccines,0.385
does cuba require vaccines,vaccines,vaccines,0.327
do i need a vaccination to go to china,vaccines,vaccines,0.334
is a shot required before traveling to mexico,vaccines,vaccines,0.377
do i need to get any shots before i travel to morocco,vaccines,vaccines,0.445
what are common vaccinations for someone travelling internationally,vaccines,vaccines,0.343
before i embark on a trip to europe should i get more shots,vaccines,vaccines,0.466
do i need specific shots before traveling to germany,vaccines,vaccines,0.375
do i need to protect myself with some shots for a trip to vietnam,vaccines,vaccines,0.333
what are the required shots in mozambique,vaccines,vaccines,0.352
are shots needed for uk travel,vaccines,vaccines,0.357
what shots do i need to get in order to travel to khartoum,vaccines,vaccines,0.581
is it recommended to get any specific shots before i travel to norway,vaccines,vaccines,0.329
will this trip require vaccines,vaccines,vaccines,0.493
are there recommendations to get any specific shots before i travel to germany,vaccines,vaccines,0.338
what shots do i need before going to africa,vaccines,vaccines,0.361
do i need shots before i get to africa,vaccines,vaccines,0.37
is it recommended to get any specific shots before i travel to argentina,vaccines,vaccines,0.353
do i need any shots if i travel to africa,vaccines,vaccines,0.351
are there any required shots in indonesia,vaccines,vaccines,0.512
are vaccinations required to travel there,vaccines,travel_alert,0.366
do i need to get any shots before i travel to south africa,vaccines,vaccines,0.324
where can i get my w2,w2,w2,0.355
i need a w2 form from,w2,w2,0.442
i wanna know where to get my w2,w2,w2,0.376
i wanna know where to find a w2,w2,w2,0.357
what steps do i need to take to obtain my w2 for taxes,w2,w2,0.368
where can i get the form for my taxes,w2,taxes,0.341
where can i get a w2 form,w2,w2,0.342
where do i find my w-2 tax form,w2,w2,0.335
i need to know where to get w2,w2,w2,1.069
where do i go to get my w-2,w2,w2,0.368
how do i get that tax form from my employer,w2,w2,0.412
where would my w2 be found so i can do my taxes,w2,w2,0.346
tell me where i should get the w2,w2,w2,0.366
where do i go to get a form for w2s,w2,w2,0.342
who has the tax form that has my wage informaton,w2,w2,0.318
how do i get a w2 form and from where,w2,w2,0.355
where do i get the tax form that i have to report to the irs,w2,w2,0.346
please tell me where to get the w2,w2,w2,0.783
do you know where my w-2 is,w2,w2,0.319
i would like to get the forms to file for my w2,w2,w2,0.349
where can i locate a form for my w2,w2,w2,0.358
does my w2 come by mail,w2,w2,0.406
can you tell me the process for obtaining a copy of my w2 for my taxes,w2,w2,0.335
who do i contact for a w2 form,w2,w2,0.38
where do i find my w-2 form,w2,w2,0.384
help me get my w-2 form,w2,w2,3.631
what site can i get my w2,w2,w2,0.343
where can i get a w2 form from,w2,w2,0.388
what do i need to do to get that tax form thing from my job,w2,w2,1.194
where do we get our w2 forms,w2,w2,0.34
how is the weather in miami,weather,weather,0.326
what are the conditions like in orlando,weather,weather,0.325
"is it snowing right now in richmond, va",weather,weather,0.347
what is the weather like in sparks right now,weather,weather,0.327
need to know the weather now,weather,weather,0.352
how's the weather in seattle,weather,weather,0.329
can you give me info on miami weather,weather,weather,0.342
what will the weather be this weekend,weather,weather,0.33
weather forecast please,weather,weather,0.458
is it snowing in the next two weeks,weather,weather,0.376
i need to know today's forecast,weather,weather,0.316
how's the weather,weather,weather,0.367
tell me what the weather is looking like,weather,weather,0.349
what's today's weather,weather,weather,0.383
will it snow this weekend,weather,weather,0.366
what are the weather conditions in seattle,weather,weather,0.336
what is the temp right now,weather,weather,0.324
what is the weather doing now,weather,weather,0.408
let's take a look at the weather,weather,weather,0.328
give weather update now,weather,weather,0.357
what is the weather going to be like,weather,weather,0.35
i need meteorological data for tallahassee,weather,weather,0.345
what's the weekend forecast,weather,weather,0.327
what is the record high temperature for today,weather,weather,0.33
tell me the weather report for tallahassee,weather,weather,0.367
is it going to rain tonight,weather,weather,0.443
is it going to be sunny today,weather,weather,0.325
want to know the weather,weather,weather,0.445
how is it outside,weather,weather,0.395
what is the weather outside,weather,weather,0.329
what are your hobbies in life,what_are_your_hobbies,what_are_your_hobbies,3.574
